,Channel,Tweets,Time,Compound Score,Positive Score,Negative Score,Neutral Score
130,CBS,RT @SuperJen1117: This show is awesome...Some of the funniest women together on one stage 🙌🏼❤️ #CarolBurnett50,Mon Dec 04 01:24:51 +0000 2017,0.5574,0.194,0.0,0.806
131,CBS,These two are just like sisters ❤️ #CarolBurnett50 https://t.co/EPpyf2kOuV,Mon Dec 04 01:13:30 +0000 2017,0.3612,0.238,0.0,0.762
132,CBS,RT @chattie: Watching #carolburnett50  can’t quit smiling. Brings me memories of watching on Saturday nights with my mom and grandma.,Mon Dec 04 01:11:57 +0000 2017,0.4588,0.136,0.0,0.864
133,CBS,RT @DanRocks98: Settling in for the #CarolBurnett50 special. This lady is comedy gold! A true staple of my childhood.,Mon Dec 04 01:05:31 +0000 2017,0.807,0.356,0.0,0.644
134,CBS,She’s back! Tune in now to see The Carol Burnett 50th Anniversary Special on CBS and CBS All Access. #CarolBurnett50 https://t.co/HhvRmT5AR0,Mon Dec 04 01:00:09 +0000 2017,0.4574,0.13,0.0,0.87
135,CBS,"Due to #NFL football overrun #CBS is delayed 11 min in: 
Atlanta 
Baltimore 
Columbus
Cleveland 
Toledo
Detroit
Fli… https://t.co/oCkn11yJOR",Mon Dec 04 00:25:16 +0000 2017,-0.2263,0.0,0.095,0.905
136,CBS,Relive the laughter and the magic in this star-studded tribute to everyone's favorite classic comedy show. Don't mi… https://t.co/WV6jxBnRAt,Sun Dec 03 20:00:02 +0000 2017,0.8271,0.352,0.0,0.648
137,CBS,"Tonight, spend an evening together with Carol Burnett and celebrity friends as they celebrate The Carol Burnett 50t… https://t.co/uH2uM9cJFS",Sun Dec 03 18:44:14 +0000 2017,0.7783,0.286,0.0,0.714
138,CBS,Carol Burnett credits the close-knit cast for the success of her show. Join her and original cast members Vicki Law… https://t.co/1rlNPUS5EJ,Sun Dec 03 17:32:01 +0000 2017,0.8658,0.386,0.0,0.614
139,CBS,Carol Burnett and friends reflect on how the show became an instant classic that's still celebrated today! Join the… https://t.co/lZgVz9XSyM,Sun Dec 03 13:00:04 +0000 2017,0.8516,0.353,0.0,0.647
140,CBS,"Tonight, celebrate with Carol Burnett, Vicki Lawrence, Lyle Waggoner &amp; more special guests! Find out how to watch T… https://t.co/Rhm6RJ34u2",Sun Dec 03 12:00:01 +0000 2017,0.7897,0.28,0.0,0.72
141,CBS,Stream Indiana at Michigan LIVE today at 12:30PM ET with a 1-month FREE trial of #CBSAllAccess. Just use promo code… https://t.co/xRem3zSyEQ,Sat Dec 02 15:55:39 +0000 2017,0.6166,0.175,0.0,0.825
142,CBS,Kristin Chenoweth (@KChenoweth) explains why audiences still crave Carol Burnett! Don't miss The Carol Burnett 50th… https://t.co/kM92NTtTfs,Sat Dec 02 14:30:03 +0000 2017,0.1867,0.098,0.0,0.902
143,CBS,"Catch up on this amazing lineup of music specials! Here's how to watch Bruno Mars: 24K Magic Live at the Apollo, Th… https://t.co/Jit2CzZJCY",Sat Dec 02 13:00:07 +0000 2017,0.6996,0.179,0.0,0.821
144,CBS,Missed Bruno Mars: 24K Magic Live at the Apollo? Keep up! Watch the full show: https://t.co/itXpGB5gRm #BrunoMars https://t.co/8yyQlC1LML,Sat Dec 02 12:00:03 +0000 2017,-0.3595,0.0,0.128,0.872
145,CBS,Reminisce with these classic photos and get ready to relive the magic when The Carol Burnett 50th Anniversary Speci… https://t.co/yJQEzCjoSA,Fri Dec 01 22:43:05 +0000 2017,0.3612,0.116,0.0,0.884
146,CBS,"RT @LivinBiblically: In the beginning, there was Chip. And lo! Chip had a revelation. #LivingBiblically is a new comedy premiering Monday,…",Fri Dec 01 22:15:28 +0000 2017,0.4199,0.134,0.0,0.866
147,CBS,"Discover these pro football stars' off-the-field talents in MVP: Most Valuable Performer, airing Jan 25 on CBS! Fin… https://t.co/g8jSRW8mQf",Fri Dec 01 21:00:12 +0000 2017,0.7707,0.282,0.0,0.718
148,CBS,"Find out when #BigBrother celebrity edition, #AmazingRace, #Survivor, new drama @instinctcbs and new comedy… https://t.co/4Psl74zcCB",Fri Dec 01 20:17:18 +0000 2017,0.0,0.0,0.0,1.0
149,CBS,Actress @BethBehrs explains why Carol Burnett is her hero! Celebrate her lasting influence with The Carol Burnett 5… https://t.co/Lnt5P9jEu0,Fri Dec 01 19:32:18 +0000 2017,0.8221,0.309,0.0,0.691
150,CBS,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav",Fri Dec 01 18:40:34 +0000 2017,0.0,0.0,0.0,1.0
151,CBS,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ",Fri Dec 01 18:16:37 +0000 2017,0.0,0.0,0.0,1.0
152,CBS,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,Fri Dec 01 18:10:11 +0000 2017,0.0,0.0,0.0,1.0
153,CBS,The Angels await you... catch up on the world's most celebrated fashion show now! Watch the full 2017… https://t.co/xfYDbEzpfX,Fri Dec 01 14:00:04 +0000 2017,0.6893,0.251,0.0,0.749
154,CBS,"Comedy stars Amy Poehler, Bill Hader, @MayaRudolph &amp; @TraceeEllisRoss give the legendary Tarzan yell a try- but no… https://t.co/lrrHE2f9Nv",Fri Dec 01 12:00:03 +0000 2017,0.1901,0.093,0.0,0.907
155,CBS,Action-adventure series 'Blood &amp; Treasure' has been picked up for broadcast in Summer 2019: https://t.co/gAjqbF5bYh https://t.co/3cTBH9AKFI,Fri Dec 01 01:31:30 +0000 2017,0.296,0.128,0.0,0.872
156,CBS,Carol Burnett visited @TheTalkCBS to discuss how she got her start in show business! Watch The Carol Burnett 50th A… https://t.co/EyqmFWZHEC,Thu Nov 30 21:10:19 +0000 2017,0.0,0.0,0.0,1.0
157,CBS,"The world's most beloved fairy tales are reimagined as a dark &amp; twisted psychological thriller in ""Tell Me A Story,… https://t.co/CytIswrRj1",Thu Nov 30 20:54:39 +0000 2017,0.6115,0.227,0.0,0.773
158,CBS,RT @RansomCBS: #Ransom star @luke_j_roberts on set in Budapest for Season 2! https://t.co/rgC5ylqSMp,Thu Nov 30 17:40:02 +0000 2017,0.0,0.0,0.0,1.0
159,CBS,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,Thu Nov 30 17:30:05 +0000 2017,0.6808,0.248,0.0,0.752
160,CBS,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP",Thu Nov 30 15:00:05 +0000 2017,0.3612,0.135,0.0,0.865
161,CBS,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY",Thu Nov 30 12:00:03 +0000 2017,0.0,0.0,0.0,1.0
162,CBS,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,Thu Nov 30 07:52:09 +0000 2017,-0.3595,0.0,0.128,0.872
163,CBS,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,Thu Nov 30 04:09:55 +0000 2017,0.6239,0.45,0.0,0.55
164,CBS,The stage is 🔥🔥 #BrunoMars https://t.co/nykrDH46Bs,Thu Nov 30 04:00:27 +0000 2017,0.0,0.0,0.0,1.0
165,CBS,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,Thu Nov 30 03:59:09 +0000 2017,0.5542,0.204,0.0,0.796
166,CBS,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,Thu Nov 30 03:55:37 +0000 2017,0.0,0.0,0.0,1.0
167,CBS,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,Thu Nov 30 03:51:38 +0000 2017,0.0,0.0,0.0,1.0
168,CBS,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars",Thu Nov 30 03:44:54 +0000 2017,0.0,0.0,0.0,1.0
169,CBS,RT @BrunoMars: We love you MARY!!!! ❤️ #BrunosTvSpecial,Thu Nov 30 03:37:13 +0000 2017,0.7482,0.434,0.0,0.566
170,CBS,RT @RDMichelleLNK: Loving a dose of #BrunoMars midweek. So amazing!,Thu Nov 30 03:35:13 +0000 2017,0.8513,0.542,0.0,0.458
171,CBS,We’re only halfway into the show. Get ready for more of your favorite #BrunoMars tunes! https://t.co/BJh0PeX864,Thu Nov 30 03:33:32 +0000 2017,0.7232,0.302,0.0,0.698
172,CBS,"When #BrunoMars tells you to pick up the phone, that’s exactly what you do. https://t.co/JZDS26h3lL",Thu Nov 30 03:23:03 +0000 2017,0.0,0.0,0.0,1.0
173,CBS,RT @MargoSlade: Best way to relax after a hard day of work watching #BrunoMars on #BrunosTVSpecial my heart is the happiest,Thu Nov 30 03:11:31 +0000 2017,0.8979,0.394,0.049,0.557
174,CBS,RT @Tiffany48184: Now that's how you open up a show!!!!! #BrunoMars,Thu Nov 30 03:09:54 +0000 2017,0.0,0.0,0.0,1.0
175,CBS,RT if you’re ready to party with #BrunoMars!! https://t.co/o4qQoKOzgH,Thu Nov 30 03:07:20 +0000 2017,0.6988,0.452,0.0,0.548
176,CBS,RT @BrunoMars: POP POP!!💥💥 everyone tweet #BrunosTvSpecial! We on!!!! 🍾,Thu Nov 30 03:06:38 +0000 2017,0.0,0.0,0.0,1.0
177,CBS,RT @Queentassia14: Bruno Mars Live at the Apollo!!!! Yeah I have to wake up at like 4 am for work.... but it's worth it. #BrunoMars #Brunos…,Thu Nov 30 03:03:15 +0000 2017,0.7067,0.246,0.0,0.754
178,CBS,RT @asbstar30: BRUNO #BrunoMars,Thu Nov 30 03:02:34 +0000 2017,0.0,0.0,0.0,1.0
179,CBS,"Get on your feet, and prepare to dance. #BrunoMars is hitting the stage! https://t.co/yOyq8JlMZj",Thu Nov 30 02:59:59 +0000 2017,0.0,0.0,0.0,1.0
180,CBS,"Pop pop, it's showtime! Bruno Mars: 24K Magic Live at the Apollo starts at 10/9c on CBS, or try 1 month FREE of CBS… https://t.co/cpCSYDKieM",Thu Nov 30 02:45:03 +0000 2017,0.6514,0.158,0.0,0.842
181,CBS,Calling all Bruno Mars' lovelies... don't miss Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c on CBS &amp; CB… https://t.co/nGOgukLMx9,Thu Nov 30 00:06:05 +0000 2017,0.1139,0.064,0.0,0.936
182,CBS,You'll treasure this special night with #BrunoMars! Find out how to watch Bruno Mars: 24K Magic Live at the Apollo… https://t.co/qF2eRcJLSJ,Wed Nov 29 23:20:13 +0000 2017,0.6825,0.228,0.0,0.772
183,CBS,RT @BrunoMars: Ladies put your hoops on tonight! Fellas break out that good cologne! #BrunosTvSpecial is airing on @CBS! What y’all trynna…,Wed Nov 29 23:15:24 +0000 2017,0.5826,0.152,0.0,0.848
184,CBS,RT @YoungSheldon: Sheldon will do whatever it takes to get his hands on his own computer in tomorrow's all-new episode of #YoungSheldon! ht…,Wed Nov 29 23:14:57 +0000 2017,0.0,0.0,0.0,1.0
185,CBS,RT @survivorcbs: What drama will ensue on back-to-back episodes of #Survivor tonight? Watch a sneak peek now: https://t.co/LHcxyClSw1 https…,Wed Nov 29 23:13:40 +0000 2017,0.0,0.0,0.0,1.0
186,CBS,Discover every reason why #BrunoMars is 24K Magic! Watch Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c o… https://t.co/oaPjvl3rSW,Wed Nov 29 22:34:56 +0000 2017,0.0,0.0,0.0,1.0
187,CBS,Did you catch these tiny moments during the 2017 Victoria's Secret Fashion Show? Find out what you may have missed:… https://t.co/IIyupot9uU,Wed Nov 29 21:07:33 +0000 2017,0.0,0.0,0.0,1.0
188,CBS,RT @funnyordie: Live! Watch Tim Meadows and Patrick Brammall of @NoActivityCBS play themselves in new 8-bit video game! https://t.co/nXCuHO…,Wed Nov 29 20:41:13 +0000 2017,0.4559,0.142,0.0,0.858
189,CBS,The 'Only Angel' @Harry_Styles saw last night were the ones on the runway! Watch him perform at the #VSFashionShow:… https://t.co/na8GAiZwmS,Wed Nov 29 15:00:07 +0000 2017,0.0,0.0,0.0,1.0
190,CBS,This entire collection is drop-dead gorgeous. See all the most sizzling looks from the 2017 #VSFashionShow:… https://t.co/zpTKXcm05r,Wed Nov 29 12:00:06 +0000 2017,0.6124,0.2,0.0,0.8
191,CBS,"Stars @Miguel, @Harry_Styles, @leslieodomjr &amp; more set the tone for a truly incredible show! Watch all the musical… https://t.co/kmo4l3aGai",Wed Nov 29 09:09:48 +0000 2017,0.4926,0.158,0.0,0.842
192,CBS,Some of the best moments happen behind the scenes! Here's your backstage pass to the 2017 Victoria's Secret Fashion… https://t.co/S8MpOnhC6b,Wed Nov 29 08:39:05 +0000 2017,0.6696,0.191,0.0,0.809
193,CBS,"From the sky-high heels to the jaw-dropping wings, these outfits are fashion goals! See all the best looks from the… https://t.co/GnyZ8NnBYH",Wed Nov 29 08:22:35 +0000 2017,0.6696,0.183,0.0,0.817
194,CBS,Missed the world’s most celebrated fashion show? Catch up on your own time and watch the entire 2017 Victoria's Sec… https://t.co/9OuYvHItzh,Wed Nov 29 07:56:05 +0000 2017,0.4201,0.158,0.087,0.754
195,CBS,"RT @VictoriasSecret: That’s a wrap on the 2017 #VSFashionShow!! BIG thanks to the Angels, the people of Shanghai &amp; YOU for watching! https:…",Wed Nov 29 06:41:12 +0000 2017,0.5826,0.152,0.0,0.848
196,CBS,Want to relive all of your favorite #VSFashionShow runway moments?  @GIPHY has you covered. https://t.co/mgfziAQR4c,Wed Nov 29 04:13:05 +0000 2017,0.5106,0.249,0.0,0.751
197,CBS,"RT @vannalovescats: Another successful show. I’m so proud of all of the beautiful ladies, they all did amazing. The musical guests were FAN…",Wed Nov 29 04:02:16 +0000 2017,0.9476,0.449,0.0,0.551
198,CBS,55 Models. 88 Looks. 1 FABULOUS Night. #VSFashionShow https://t.co/TmYqRjDRE5,Wed Nov 29 04:00:58 +0000 2017,0.6289,0.371,0.0,0.629
199,CBS,Two. Million. Dollar. Bra. 😮  #VSFashionShow https://t.co/4dp7RbMHlp,Wed Nov 29 03:57:07 +0000 2017,0.0,0.0,0.0,1.0
200,CNN,"""My life depends on it. I need you to make your vote match your principles, Senator."" A man who says he was recentl… https://t.co/n8GXUtbyVV",Mon Dec 11 06:32:34 +0000 2017,0.0,0.0,0.0,1.0
201,CNN,Alabama's high-stakes Senate election perfectly encapsulates how the age of Donald Trump has turned political logic… https://t.co/HjcVMLMHTM,Mon Dec 11 06:27:40 +0000 2017,0.6369,0.208,0.0,0.792
202,CNN,A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them… https://t.co/vjhNCglprn,Mon Dec 11 06:14:18 +0000 2017,0.5719,0.217,0.0,0.783
203,CNN,"References to climate change and the EPA's use of renewable energy have been removed from several of its web pages,… https://t.co/8JynJpKqbV",Mon Dec 11 06:00:18 +0000 2017,0.2732,0.095,0.0,0.905
204,CNN,"""Mutual destruction is only one impulsive tantrum away."" 2017 Nobel Peace Prize winners urge world leaders to prohi… https://t.co/ZaVU378k5j",Mon Dec 11 05:54:56 +0000 2017,0.5267,0.326,0.214,0.461
205,CNN,"“It’s more than a cup of coffee, it’s a human rights movement” says Amy Wright, who founded @bittyandbeauscoffee em… https://t.co/rJMDuYSjGJ",Mon Dec 11 05:31:55 +0000 2017,0.0,0.0,0.0,1.0
206,CNN,"Vice President Mike Pence and Palestinian Authority President Mahmoud Abbas won't meet, vice president's office con… https://t.co/cLSgK4pnev",Mon Dec 11 05:20:05 +0000 2017,0.0772,0.075,0.0,0.925
207,CNN,The Chicago Board Options Exchange on Sunday began trading bitcoin futures -- a new step for the cryptocurrency… https://t.co/qrPKIalhxb,Mon Dec 11 05:10:07 +0000 2017,0.0,0.0,0.0,1.0
208,CNN,"Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/aFOQNrYG2j (via @CNNOpinion) https://t.co/wcE6ev1BBu",Mon Dec 11 05:00:07 +0000 2017,0.0,0.0,0.0,1.0
209,CNN,"An incomplete tunnel running for more than a kilometer from Gaza into southern Israel has been destroyed, Israel's… https://t.co/XtA96NRhkU",Mon Dec 11 04:52:04 +0000 2017,-0.4939,0.0,0.158,0.842
210,CNN,"UN chief says ""America First"" slogan is ""detrimental to American interests"" https://t.co/B4NV1ScY5J https://t.co/DdvViPizBf",Mon Dec 11 04:45:09 +0000 2017,0.25,0.143,0.0,0.857
211,CNN,"A man walking his dog on a British Columbia beach this week made a grisly discovery: A foot in a shoe, along with p… https://t.co/RmmpqeUTdb",Mon Dec 11 04:39:44 +0000 2017,0.0,0.0,0.0,1.0
212,CNN,Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels an… https://t.co/mo8sw7CzCz,Mon Dec 11 04:31:50 +0000 2017,-0.34,0.0,0.124,0.876
213,CNN,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/TEjRTRnSis",Mon Dec 11 04:27:23 +0000 2017,0.0,0.0,0.0,1.0
214,CNN,"""The demolition crew was savage."" Beijing forces migrant workers from their homes as part of a drive to shut down w… https://t.co/oiru5mbGer",Mon Dec 11 04:17:59 +0000 2017,0.0,0.0,0.0,1.0
215,CNN,Democratic lawmakers have asked the Treasury Department for documents on financial dealings with Russia… https://t.co/pBmTUHxsAz,Mon Dec 11 04:00:21 +0000 2017,0.2023,0.114,0.0,0.886
216,CNN,McLaren's 'most extreme' road car costs $1 million https://t.co/a1Unk82nwx https://t.co/yvlL9LCdSq,Mon Dec 11 03:50:08 +0000 2017,0.0,0.0,0.0,1.0
217,CNN,Venezuelan President Nicolas Maduro has said that some of the main opposition parties will not be allowed to run in… https://t.co/VmN9pU5gEC,Mon Dec 11 03:40:30 +0000 2017,0.4019,0.119,0.0,0.881
218,CNN,These are the most eye-catching photos from 2017 https://t.co/lXgXsyNfa6 https://t.co/Z6N0yRLk60,Mon Dec 11 03:30:12 +0000 2017,0.0,0.0,0.0,1.0
219,CNN,"Heavy snow fell in many parts of the UK on Sunday as Storm Caroline, the biggest storm so far this year, caused wid… https://t.co/R9UCEICrxm",Mon Dec 11 03:25:06 +0000 2017,0.0,0.0,0.0,1.0
220,CNN,"Global arms sales increased for the first time in five years in 2016, a new report says https://t.co/thhQ2sqH3c https://t.co/mjSUBUVzic",Mon Dec 11 03:17:04 +0000 2017,0.2732,0.11,0.0,0.89
221,CNN,The revelation that a black hole grew in just five hundred million years challenges our models of how early galaxie… https://t.co/A6dhPi6bDe,Mon Dec 11 03:05:48 +0000 2017,0.0772,0.064,0.0,0.936
222,CNN,Voting for CNN Hero of the Year CLOSES Tuesday 12/12 at 11:59pm PT -- VOTE NOW at https://t.co/ANMKKkTX4Z!… https://t.co/dx1AFkowA7,Mon Dec 11 03:01:13 +0000 2017,0.5983,0.178,0.0,0.822
223,CNN,"Sunday was a tale of two campaigns for Alabama’s special Senate election, with Democratic candidate Doug Jones barn… https://t.co/jL6LWnNYrp",Mon Dec 11 02:56:52 +0000 2017,0.4019,0.137,0.0,0.863
224,CNN,"""Time is of the essence,"" UN official says after visit to North Korea https://t.co/Ndbay5jZKB https://t.co/Ik94KKGF5X",Mon Dec 11 02:47:04 +0000 2017,0.0,0.0,0.0,1.0
225,CNN,"""Mutual destruction is only one impulsive tantrum away."" 2017 Nobel Peace Prize winners urge world leaders to prohi… https://t.co/cdt0zVvUGy",Mon Dec 11 02:36:11 +0000 2017,0.5267,0.326,0.214,0.461
226,CNN,3-D printing braces up sea turtle with gap in its shell https://t.co/mhGanIyPvv https://t.co/sfqprWjpiv,Mon Dec 11 02:30:44 +0000 2017,0.0,0.0,0.0,1.0
227,CNN,"Turkish President Recep Tayyip Erdogan called Israel a ""terrorist"" and ""child-murderer state"" as he criticized US P… https://t.co/BKnHlFnpqF",Mon Dec 11 02:17:37 +0000 2017,-0.3612,0.0,0.135,0.865
228,CNN,A Hong Kong resident shares his tips for street photography so your images will look like a pro snapped them… https://t.co/5WoufYP4mX,Mon Dec 11 02:14:06 +0000 2017,0.5719,0.217,0.0,0.783
229,CNN,He was shot and killed by Chicago police in 2014. But that’s just the beginning of this story. #BeneathTheSkin… https://t.co/5v9LwaIdhK,Mon Dec 11 02:00:23 +0000 2017,-0.6705,0.0,0.191,0.809
230,CNN,The Chicago Board Options Exchange on Sunday began trading bitcoin futures -- a new step for the cryptocurrency… https://t.co/ioVnnfy3wf,Mon Dec 11 01:51:58 +0000 2017,0.0,0.0,0.0,1.0
231,CNN,"17 million infants around the world are breathing toxic air that can severely affect brain development, a new UNICE… https://t.co/17hus7Dff3",Mon Dec 11 01:30:14 +0000 2017,-0.4588,0.0,0.143,0.857
232,CNN,"Global arms sales increased for the first time in five years in 2016, a new report says https://t.co/K6yTDlfed9 https://t.co/i4cYJ3hftu",Mon Dec 11 01:21:13 +0000 2017,0.2732,0.11,0.0,0.89
233,CNN,Israeli army destroys tunnel from Gaza https://t.co/emKGf8IPZW https://t.co/OHXDWt8Vtc,Mon Dec 11 00:45:05 +0000 2017,-0.5574,0.0,0.34,0.66
234,CNN,"During an appearance on a conspiracy-driven radio show in 2011, Alabama Senate candidate Roy Moore said getting rid… https://t.co/B4cZRMxXO6",Mon Dec 11 00:30:08 +0000 2017,0.0,0.0,0.0,1.0
235,CNN,Sirius XM faces celebrity backlash after former White House Chief Strategist Steve Bannon rejoins radio show… https://t.co/HLJZVwW78o,Mon Dec 11 00:15:05 +0000 2017,0.0,0.0,0.0,1.0
236,CNN,The rise of a ‘fish mafia’ in this small Mexican town is killing off an entire population of small porpoises.… https://t.co/W0tTmNUogp,Mon Dec 11 00:00:41 +0000 2017,-0.6597,0.0,0.188,0.812
237,CNN,"“We're not looking for perfection, we're just looking for better than yesterday."" After rehab changed his life, Aar… https://t.co/fVpZmBWzqm",Sun Dec 10 23:46:37 +0000 2017,-0.0253,0.127,0.131,0.742
238,CNN,President Trump spoke at the opening of the Mississippi Civil Rights Museum. Some civil rights and community leader… https://t.co/sX8XMVX9k3,Sun Dec 10 23:30:43 +0000 2017,0.0,0.0,0.0,1.0
239,CNN,"Israel airstrikes, Gaza rockets amid tensions over Jerusalem https://t.co/8zRuyw7PO4 https://t.co/P47G7huOe0",Sun Dec 10 23:15:08 +0000 2017,-0.4019,0.0,0.231,0.769
240,CNN,FBI email shows Attorney General Jeff Sessions wasn't required to disclose foreign contacts for security clearance… https://t.co/RWekrGKgQJ,Sun Dec 10 23:00:07 +0000 2017,0.34,0.13,0.0,0.87
241,CNN,McLaren's 'most extreme' road car costs $1 million https://t.co/5CwE92eNfD https://t.co/GrQmRbIrMg,Sun Dec 10 22:45:07 +0000 2017,0.0,0.0,0.0,1.0
242,CNN,"Vice President Mike Pence and Palestinian Authority President Mahmoud Abbas won't meet, vice president's office con… https://t.co/Tx9YkRLoca",Sun Dec 10 22:30:10 +0000 2017,0.0772,0.075,0.0,0.925
243,CNN,"UN chief says ""America First"" slogan is ""detrimental to American interests"" https://t.co/Fdmv3o9TUT https://t.co/T3Z51xTtC2",Sun Dec 10 22:15:09 +0000 2017,0.25,0.143,0.0,0.857
244,CNN,"Even with Congress in session, all eyes will be on Alabama on Tuesday https://t.co/Qa1pMjzwfv https://t.co/PjNhNKkHcH",Sun Dec 10 22:00:20 +0000 2017,0.0,0.0,0.0,1.0
245,CNN,Interior Secretary Ryan Zinke is pushing for a controversial road through a federally protected wilderness area in… https://t.co/pDolVX4lDn,Sun Dec 10 21:45:11 +0000 2017,0.2732,0.155,0.096,0.749
246,CNN,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/BtPynSIb5U",Sun Dec 10 21:30:06 +0000 2017,0.0,0.0,0.0,1.0
247,CNN,The winners of the 2017 Nobel Peace Prize warn that nuclear destruction is 'one impulsive tantrum away'… https://t.co/xzz1xLGCSw,Sun Dec 10 21:15:06 +0000 2017,0.4588,0.332,0.265,0.403
248,CNN,"""It's not at all a surprise that they (Russians) would make outreach to people they thought would have influence in… https://t.co/24yiPExN9C",Sun Dec 10 21:00:42 +0000 2017,0.0736,0.096,0.083,0.821
249,CNN,Republican Sen. Susan Collins says she's not sure if she'll support the tax reform plan https://t.co/5YSNF3fLne https://t.co/tnM55Uu9G2,Sun Dec 10 20:45:14 +0000 2017,0.1872,0.137,0.1,0.763
250,CNN,Take a look at this week in politics https://t.co/8ktzXSEPN4 https://t.co/i8OYgFjIPJ,Sun Dec 10 20:30:09 +0000 2017,0.0,0.0,0.0,1.0
251,CNN,Futures trading is a new step for Bitcoin's wild ride https://t.co/GMHpH5Fw8z https://t.co/TmNf8tzIf8,Sun Dec 10 20:15:03 +0000 2017,0.0,0.0,0.0,1.0
252,CNN,She lost her leg after being hit by a drunk driver. Now she empowers fellow amputees to overcome their physical lim… https://t.co/dINDZ5JW69,Sun Dec 10 20:01:56 +0000 2017,-0.5719,0.0,0.198,0.802
253,CNN,Mix-and-match health coverage can be a risky alternative to Obamacare https://t.co/23NHVKbXQW https://t.co/76jyYlu0lj,Sun Dec 10 19:45:05 +0000 2017,-0.2023,0.0,0.153,0.847
254,CNN,"CORRECTION: Jailed ""King of Spin"" Max Clifford dies in UK hospital https://t.co/mDlPZdNE9K https://t.co/qgHMGBdTP3",Sun Dec 10 19:41:08 +0000 2017,-0.4939,0.0,0.211,0.789
255,CNN,Swedish police question suspects after synagogue attack https://t.co/3AlN0ZnOnc https://t.co/5Enu6RVoqw,Sun Dec 10 19:30:29 +0000 2017,-0.6705,0.0,0.44,0.56
256,CNN,"President Trump has to live with the consequences of his Israel decision, writes Nic Robertson for @CNNOpinion… https://t.co/QbOk7FJSwi",Sun Dec 10 19:15:12 +0000 2017,0.0,0.0,0.0,1.0
257,CNN,Alabama Senate candidate Roy Moore says he has never molested anyone https://t.co/4F7ipmrsLz https://t.co/quVFW9P8gs,Sun Dec 10 19:01:09 +0000 2017,0.3412,0.167,0.0,0.833
258,CNN,"""Time is of the essence,"" UN official says after visit to North Korea https://t.co/kPzalGuqWh https://t.co/KHWyssfkeX",Sun Dec 10 18:45:08 +0000 2017,0.0,0.0,0.0,1.0
259,CNN,The hidden fear driving the market surge https://t.co/jZVgAGZ7it https://t.co/MADYFBCHZ3,Sun Dec 10 18:30:10 +0000 2017,-0.4939,0.0,0.286,0.714
260,CNN,Protesters and police clash outside US embassy in Beirut https://t.co/buz5mXWp3F https://t.co/X2JNZ8p3wP,Sun Dec 10 18:15:07 +0000 2017,-0.2263,0.0,0.16,0.84
261,CNN,Heavy snow brings travel chaos to UK https://t.co/vVRzn8LEVP https://t.co/Mm7FLshDpW,Sun Dec 10 18:00:09 +0000 2017,-0.5719,0.0,0.316,0.684
262,CNN,Ski racer Lindsey Vonn injures back and pulls out of a competition in St. Moritz https://t.co/5zVmooeTLI https://t.co/KjveQNCQFs,Sun Dec 10 17:45:10 +0000 2017,0.0,0.0,0.0,1.0
263,CNN,UK foreign minister ends Iran trip with no announcement on jailed woman https://t.co/9wBvAfh8Qr https://t.co/2Wgp4dmdSE,Sun Dec 10 17:30:07 +0000 2017,-0.6597,0.0,0.31,0.69
264,CNN,The gold rush for black market fish bladders has pushed this tiny porpoise toward extinction #vaquita… https://t.co/TQfbYwqPZc,Sun Dec 10 17:15:33 +0000 2017,0.0,0.0,0.0,1.0
265,CNN,Voting for CNN Hero of the Year CLOSES Tuesday 12/12 at 11:59pm PT -- VOTE NOW at https://t.co/ANMKKlbytz!… https://t.co/CuFQv7zB4U,Sun Dec 10 17:03:05 +0000 2017,0.5983,0.178,0.0,0.822
