,Channel,Tweets,Time,Compound Score,Positive Score,Negative Score,Neutral Score
266,CNN,"Here's your ski resort guide to St. Moritz, Switzerland https://t.co/9NcNA31QQ1 https://t.co/57kMyQRIOa",Sun Dec 10 16:51:30 +0000 2017,0.0,0.0,0.0,1.0
267,CNN,"""King of Spin"" Max Clifford dies in UK jail https://t.co/mDlPZdNE9K https://t.co/XodLjZtMLQ",Sun Dec 10 16:30:09 +0000 2017,0.0,0.0,0.0,1.0
268,CNN,"Alabama Sen. Richard Shelby says he ""couldn't vote for Roy Moore"" https://t.co/3T8Xq0vCXe https://t.co/mIZijkBue1",Sun Dec 10 16:20:39 +0000 2017,0.0,0.0,0.0,1.0
269,CNN,What a shot! The most amazing sports photos of 2017 https://t.co/bhSvDBYijR https://t.co/P8fBoXNPf2,Sun Dec 10 16:00:24 +0000 2017,0.6581,0.305,0.0,0.695
270,CNN,"UN Chief António Guterres: ""It's essential to understand that refugees are not terrorists. They are the first victi… https://t.co/x5MU0FygNd",Sun Dec 10 15:57:01 +0000 2017,0.5096,0.155,0.0,0.845
271,CNN,Pressure is mounting on Congress to act before year’s end on Deferred Action for Childhood Arrivals. What they deci… https://t.co/AwRUbU4BJb,Sun Dec 10 15:45:09 +0000 2017,-0.296,0.0,0.104,0.896
272,CNN,"""It is very important for the world...that the US engages,"" UN Chief Antonio Guterres tells @FareedZakaria during a… https://t.co/FDF9ehtiri",Sun Dec 10 15:43:09 +0000 2017,0.2716,0.104,0.0,0.896
273,CNN,"The Honest Company founder Jessica Alba tells @PoppyHarlowCNN that ""it’s tough when you’re the only woman in the ro… https://t.co/14mpfoLC3A",Sun Dec 10 15:30:19 +0000 2017,0.4215,0.145,0.066,0.789
274,CNN,"""This is kind of the new normal,"" says California Gov. Jerry Brown, after a week of raging wildfires… https://t.co/Sk6Yh2IffQ",Sun Dec 10 15:16:21 +0000 2017,-0.5267,0.0,0.167,0.833
275,CNN,She lost her leg after being hit by a drunk driver. Now she empowers fellow amputees to overcome their physical lim… https://t.co/EVxCuS4uQY,Sun Dec 10 15:02:54 +0000 2017,-0.5719,0.0,0.198,0.802
276,CNN,A group of precocious kids had some tough questions for Santa Claus on @nbcsnl last night https://t.co/M70oxgiqRJ https://t.co/zDbbuNDoUT,Sun Dec 10 14:50:49 +0000 2017,-0.128,0.0,0.086,0.914
277,CNN,Rep. Adam Schiff on Russian outreach to Hope Hicks: “It’s not at all a surprise that they would make outreach to pe… https://t.co/MwQM9RE14r,Sun Dec 10 14:38:22 +0000 2017,0.647,0.264,0.067,0.669
278,CNN,Instagram is testing a standalone messaging app called Direct https://t.co/0B9ky2jDio https://t.co/EIP9KH2gmO,Sun Dec 10 14:30:19 +0000 2017,0.0,0.0,0.0,1.0
279,CNN,"US Ambassador to the United Nations Nikki Haley: ""Jerusalem is the capital of Israel...whatever is East Jerusalem o… https://t.co/hnnw3xaf3q",Sun Dec 10 14:28:37 +0000 2017,0.4215,0.135,0.0,0.865
280,CNN,US Ambassador to the United Nations Nikki Haley: “I have no concern” that President Trump’s Jerusalem decision will… https://t.co/ZHep68YyhL,Sun Dec 10 14:28:16 +0000 2017,0.1531,0.127,0.1,0.773
281,CNN,"US Ambassador to the United Nations Nikki Haley says moving the capital of Israel to Jerusalem will ""move the ball… https://t.co/DbDpLD6McJ",Sun Dec 10 14:22:03 +0000 2017,0.4215,0.123,0.0,0.877
282,CNN,"Republican Alabama Sen. Richard Shelby says there's ""something for just about everybody"" in the GOP tax bill… https://t.co/hy29AebKKk",Sun Dec 10 14:13:18 +0000 2017,0.0,0.0,0.0,1.0
283,CNN,"“I want to reiterate again: I didn’t vote for Roy Moore, I wouldn’t vote for Roy Moore, I think the Republican Part… https://t.co/2R9DV9eqAo",Sun Dec 10 14:12:33 +0000 2017,0.0772,0.064,0.0,0.936
284,CNN,"Republican Alabama Sen. Richard Shelby on Roy Moore’s accusers: “I think the women are believable, I have no reason… https://t.co/cVbHjeOmTy",Sun Dec 10 14:08:02 +0000 2017,-0.296,0.0,0.109,0.891
285,CNN,"Republican Alabama Sen. Richard Shelby: “I couldn’t vote for Roy Moore, I didn’t vote for Roy Moore, I wrote in a d… https://t.co/Q40njVbgsQ",Sun Dec 10 14:06:18 +0000 2017,0.0,0.0,0.0,1.0
286,CNN,"An Iranian-Turkish gold trader admitted in a US court that he made ""maybe $150 million"" by helping Iran dodge inter… https://t.co/yg1Kck4Zxt",Sun Dec 10 14:01:06 +0000 2017,0.3818,0.167,0.0,0.833
287,CNN,The rise of a ‘fish mafia’ in this small Mexican town is killing off an entire population of small porpoises.… https://t.co/AmToMyq64y,Sun Dec 10 13:30:20 +0000 2017,-0.6597,0.0,0.188,0.812
288,CNN,"We all tend to change our voices when talking to babies, but those changes can also vary across cultures. Here's ho… https://t.co/knCYMFE4kH",Sun Dec 10 13:00:24 +0000 2017,0.0,0.0,0.0,1.0
289,CNN,"“We're not looking for perfection, we're just looking for better than yesterday."" After rehab changed his life, Aar… https://t.co/5HRacrBX3M",Sun Dec 10 12:31:30 +0000 2017,-0.0253,0.127,0.131,0.742
290,CNN,"Four questions the November jobs report will help to answer:

- How low can unemployment go?

- Any remaining hurri… https://t.co/3mVntmTOA4",Sun Dec 10 11:30:04 +0000 2017,-0.3182,0.114,0.211,0.675
291,CNN,Dramatic footage from @sarasidnerCNN shows one of the Southern California wildfires has jumped over a freeway while… https://t.co/DFuXTPkuja,Sun Dec 10 11:01:40 +0000 2017,0.0516,0.07,0.0,0.93
292,CNN,New imaging finds crescent-shaped eye damage in a woman who tried to view the total solar eclipse in August… https://t.co/SdkIu6dPPF,Sun Dec 10 10:30:12 +0000 2017,-0.4939,0.0,0.151,0.849
293,CNN,The stock market has seen a record-breaking ascent this year. But who is actually making money off the boom? Rich p… https://t.co/CJ8V8KtDJb,Sun Dec 10 10:00:09 +0000 2017,0.5574,0.153,0.0,0.847
294,CNN,"Flu season is gaining speed in the United States, especially in the South, after getting off to a slow start… https://t.co/nFotP1jG5X",Sun Dec 10 09:30:17 +0000 2017,0.4588,0.222,0.103,0.675
295,CNN,The gold rush for black market fish bladders has pushed this tiny porpoise toward extinction #vaquita… https://t.co/5Wn1UGNZuC,Sun Dec 10 09:00:37 +0000 2017,0.0,0.0,0.0,1.0
296,CNN,"US jobs continued their strong run in November as employers added 228,000 jobs and the unemployment rate remained a… https://t.co/NYSqgRvB0s",Sun Dec 10 08:30:15 +0000 2017,0.1027,0.136,0.12,0.744
297,CNN,"""Horse people are a community... Leaving one behind is like leaving a child behind ... you just can't do it.""

Hors… https://t.co/6Y888FVc4X",Sun Dec 10 08:00:19 +0000 2017,0.3612,0.116,0.0,0.884
298,CNN,How states that carried Trump to victory avoid one sticky part of the tax bill https://t.co/WJ7mEeH7TA https://t.co/NYXJI8onFY,Sun Dec 10 07:30:05 +0000 2017,-0.296,0.0,0.121,0.879
299,CNN,"State Department officials defended President Trump's recognition of Jerusalem as Israel's capital, saying it refle… https://t.co/MfvgXGJ45B",Sun Dec 10 07:00:16 +0000 2017,0.0,0.0,0.0,1.0
300,FoxNews,"On @ffweekend, @GovMikeHuckabee responded to @ChelseaHandler, who tweeted a vulgar video that mocks @PressSec's wei… https://t.co/pHnFgNbIdo",Mon Dec 11 06:30:06 +0000 2017,-0.4588,0.0,0.176,0.824
301,FoxNews,".@RepPeteKing: ""I was at the interview with @DonaldJTrumpJr... Nobody listening to that interview can come out of t… https://t.co/hwg8fBQTxu",Mon Dec 11 05:50:03 +0000 2017,0.0,0.0,0.0,1.0
302,FoxNews,".@SheriffClarke: ""If it weren't for the Republicans in Congress in the 1960s, there would be no Civil Rights Act. T… https://t.co/A1N3cYqrRp",Mon Dec 11 05:40:02 +0000 2017,-0.296,0.0,0.099,0.901
303,FoxNews,".@GovMikeHuckabee: ""[The mainstream media is] delegitimizing the institution of journalism."" https://t.co/6YqMh8sz1r",Mon Dec 11 04:53:05 +0000 2017,0.0,0.0,0.0,1.0
304,FoxNews,".@GovMikeHuckabee: ""[@ChelseaHandler's] called a late night host. I think it's so late now that she's not on anymor… https://t.co/j5CFbJGISJ",Mon Dec 11 04:51:06 +0000 2017,0.0,0.0,0.0,1.0
305,FoxNews,";.@TroyWerden: ""@UCBerkeley is the number one most dangerous campus for conservative students to attend."" https://t.co/12D3dMzNyH",Mon Dec 11 04:49:06 +0000 2017,-0.4754,0.073,0.192,0.735
306,FoxNews,"On @ffweekend, @LawrenceBJones3 slammed those claiming that @POTUS and his campaign colluded with Russia. https://t.co/lBdYJV14nc",Mon Dec 11 04:48:03 +0000 2017,0.0,0.0,0.0,1.0
307,FoxNews,".@RepPeteKing: ""I was at the interview with @DonaldJTrumpJr... Nobody listening to that interview can come out of t… https://t.co/3FV8XE2sDz",Mon Dec 11 04:48:02 +0000 2017,0.0,0.0,0.0,1.0
308,FoxNews,"Mike Eruzione, 1980 U.S. Men's Hockey Captain: ""[@POTUS] is somebody that you should respect. Whether you agree or… https://t.co/D4C24Xo8HO",Mon Dec 11 04:44:02 +0000 2017,0.6808,0.248,0.0,0.752
309,FoxNews,Do you agree with @JudgeJeanine? https://t.co/gllDDJFkna https://t.co/eeBbxsnU1U,Mon Dec 11 04:42:02 +0000 2017,0.3612,0.294,0.0,0.706
310,FoxNews,".@MariaBartiromo: ""What do you do about a politicization of the @FBI?""

Former AG Mukasey: ""You expose it and stop… https://t.co/jGL2WPKRM7",Mon Dec 11 04:39:04 +0000 2017,-0.1531,0.0,0.082,0.918
311,FoxNews,".@JudgeJeanine: ""There is a cleansing needed in our FBI and Department of Justice. It needs to be cleansed of indiv… https://t.co/lZaAfN2Tv4",Mon Dec 11 04:32:05 +0000 2017,0.5267,0.152,0.0,0.848
312,FoxNews,.@NancyPelosi suggests @POTUS early days in office like neophyte performing 'brain surgery' https://t.co/WLfeOGPbG0 https://t.co/U6cu3dZcIx,Mon Dec 11 04:30:06 +0000 2017,0.3612,0.161,0.0,0.839
313,FoxNews,".@GOPLeader: ""I have never watched a President so engaged... He wants to keep his promise to create more jobs and m… https://t.co/T4SK0iHn9h",Mon Dec 11 04:30:05 +0000 2017,0.5267,0.188,0.0,0.812
314,FoxNews,".@MichelleMalkin on #AlSen: ""Roy Moore is going to win that election."" https://t.co/O5yEwdXxn3",Mon Dec 11 04:25:03 +0000 2017,0.5859,0.257,0.0,0.743
315,FoxNews,".@CLewandowski_: ""This is what America loves - [@POTUS] is bold, he is brash, and he is getting things done."" https://t.co/V1yuBomobH",Mon Dec 11 04:22:01 +0000 2017,0.743,0.27,0.0,0.73
316,FoxNews,".@StacyOnTheRight: ""The GDP is through the roof. Joblessness claims are down."" https://t.co/ebOcyzPWqG",Mon Dec 11 04:18:02 +0000 2017,0.0,0.0,0.0,1.0
317,FoxNews,"On @ffweekend, @SheriffClarke slammed Rep. John Lewis for boycotting @POTUS's appearance at a Civil Rights museum i… https://t.co/29ZcytSMHN",Mon Dec 11 04:17:05 +0000 2017,-0.4019,0.0,0.144,0.856
318,FoxNews,"In his speech at the opening of the Mississippi Civil Rights Museum, @POTUS called for ""a future of freedom, equali… https://t.co/CZfZZ60T4a",Mon Dec 11 04:15:02 +0000 2017,0.6369,0.174,0.0,0.826
319,FoxNews,".@JesseBWatters: ""The @FBI, the Department of Justice, and Robert Mueller's crew investigating the Trump campaign h… https://t.co/PjZcl7KdhX",Mon Dec 11 04:14:01 +0000 2017,0.5267,0.175,0.0,0.825
320,FoxNews,"On @WattersWorld, @PressSec Sarah Sanders slammed former President @BarackObama for taking credit for the economy u… https://t.co/y7ShRMmJ9q",Mon Dec 11 04:12:02 +0000 2017,0.3818,0.14,0.0,0.86
321,FoxNews,"On @ffweekend, @GovMikeHuckabee responded to @ChelseaHandler, who tweeted a vulgar video that mocks @PressSec's wei… https://t.co/RhrGg1lYpn",Mon Dec 11 04:07:06 +0000 2017,-0.4588,0.0,0.176,0.824
322,FoxNews,".@HeyTammyBruce: ""Since [@POTUS] was elected, 2.2 million jobs were created... We want that to continue."" https://t.co/u7d0vqFwAS",Mon Dec 11 04:05:01 +0000 2017,0.0772,0.08,0.0,0.92
323,FoxNews,".@PressSec: ""It's laughable that President Obama thinks he has anything to do with the success of where the economy… https://t.co/kjoQyOpgNz",Mon Dec 11 04:00:04 +0000 2017,0.5994,0.214,0.0,0.786
324,FoxNews,"On ""Sunday Morning Futures,"" @RepPeteKing pushed back on those claiming @DonaldJTrumpJr engaged in collusion with R… https://t.co/u6MpfSs3Lr",Mon Dec 11 03:56:01 +0000 2017,0.4019,0.144,0.0,0.856
325,FoxNews,".@PeterRoskam: ""We've got to figure out how to give more middle income tax relief."" https://t.co/AYnn1kZ2Iq",Mon Dec 11 03:55:05 +0000 2017,0.0,0.0,0.0,1.0
326,FoxNews,".@SteveHiltonx: ""Republicans are wrong to claim that their tax bill will raise incomes as well. They don't seem to… https://t.co/5ubvXJNRaa",Mon Dec 11 03:39:57 +0000 2017,-0.25,0.091,0.134,0.776
327,FoxNews,'Queens of the Stone Age' singer apologizes for kicking photographer in his audience https://t.co/AXNq6eBbo5,Mon Dec 11 03:33:04 +0000 2017,0.3612,0.161,0.0,0.839
328,FoxNews,New evacuations as huge Southern California fire flares up https://t.co/SyZtnsbZcs,Mon Dec 11 03:27:57 +0000 2017,-0.0258,0.181,0.189,0.63
329,FoxNews,Pelosi suggests Trump early days in office like neophyte performing 'brain surgery' https://t.co/fjDqHcBn7x,Mon Dec 11 03:18:31 +0000 2017,0.3612,0.172,0.0,0.828
330,FoxNews,"Right whales facing extinction after 17 die this year, scientists say https://t.co/In8c0Co8zf",Mon Dec 11 03:18:06 +0000 2017,-0.5994,0.0,0.262,0.738
331,FoxNews,One dead after small plane crashes near Miami airport https://t.co/aay8Kxw71u,Mon Dec 11 03:14:27 +0000 2017,-0.6486,0.0,0.323,0.677
332,FoxNews,"Earlier today, @FLOTUS called for charitable giving as the holidays approach. https://t.co/CIWZkTLmup",Mon Dec 11 03:07:01 +0000 2017,0.7717,0.461,0.0,0.539
333,FoxNews,"Self-propelled vessel intercepted smuggling more than 3,800 pounds of cocaine near Texas https://t.co/IDFCWeVXel https://t.co/3JNQh23DLb",Mon Dec 11 03:06:24 +0000 2017,-0.4767,0.0,0.193,0.807
334,FoxNews,A.B. Stoddard on @facebook Messenger for kids: “When you are on those sites you are presenting a fake version of yo… https://t.co/AinycBbIRD,Mon Dec 11 03:01:32 +0000 2017,-0.4767,0.0,0.134,0.866
335,FoxNews,".@CLewandowski_: ""It took @BarackObama until February of his second year to get the ObamaCare bill done and it look… https://t.co/QAQZuOWirk",Mon Dec 11 02:56:14 +0000 2017,0.0,0.0,0.0,1.0
336,FoxNews,".@CLewandowski_ on the GOP's future: ""The people of this great country voted for change and that change is… https://t.co/babVRr8Rhv",Mon Dec 11 02:51:49 +0000 2017,0.7073,0.213,0.0,0.787
337,FoxNews,".@CLewandowski_: ""If a Republican is not willing to play ball, [@POTUS] is willing to call them out to fulfill the… https://t.co/a1TGoxuZBl",Mon Dec 11 02:43:53 +0000 2017,0.2177,0.126,0.089,0.785
338,FoxNews,".@CLewandowski_: ""@POTUS' base is stronger and more visceral today than it was on Election Day a year ago.""… https://t.co/ASOdnpzel3",Mon Dec 11 02:39:22 +0000 2017,0.3818,0.133,0.0,0.867
339,FoxNews,".@CLewandowski_ on @POTUS' Israel decision: ""There are 12 presidents preceding him that pledged to do what he did,… https://t.co/UmkaVWtpWr",Mon Dec 11 02:35:57 +0000 2017,0.0,0.0,0.0,1.0
340,FoxNews,".@TomiLahren on @chelseahandler: ""She doesn't realize it, but she's @realDonaldTrump. She goes on Twitter, says som… https://t.co/3rNlCJDgSM",Mon Dec 11 02:33:12 +0000 2017,0.0,0.0,0.0,1.0
341,FoxNews,".@guypbenson: ""It is exhausting to have politics shoved down my throat in every corner of American life all the tim… https://t.co/owx7gcPw9E",Mon Dec 11 02:28:48 +0000 2017,-0.3612,0.0,0.111,0.889
342,FoxNews,".@TomiLahren on GOP tax plan: ""It's sending the message that we're gonna do something in Washington DC."" @NextRevFNC https://t.co/uS0aX04DRO",Mon Dec 11 02:25:08 +0000 2017,0.0,0.0,0.0,1.0
343,FoxNews,".@guypbensonon GOP tax plan: ""While it may not raise wages, it will allow people to keep more of their own money ra… https://t.co/yoUxI14PNk",Mon Dec 11 02:20:08 +0000 2017,0.2263,0.079,0.0,0.921
344,FoxNews,".@SteveHiltonx: ""Republicans are wrong to claim that their tax bill will raise incomes as well. They don't seem to… https://t.co/CN9RDW4k0n",Mon Dec 11 02:18:18 +0000 2017,-0.25,0.091,0.134,0.776
345,FoxNews,"Tigertown: Morris, Trammell elected to baseball Hall of Fame https://t.co/k4oeC4B79M",Mon Dec 11 01:52:56 +0000 2017,0.4404,0.244,0.0,0.756
346,FoxNews,Jerry Brown: Trump doesn't fear 'the wrath of God' https://t.co/Vf4DSUpfZl,Mon Dec 11 01:45:28 +0000 2017,0.5759,0.371,0.0,0.629
347,FoxNews,"Democratic campaign flyer compares Roy Moore to George Wallace, says he supports segregation https://t.co/7ewJ1ob2gm",Mon Dec 11 01:35:35 +0000 2017,0.3612,0.161,0.0,0.839
348,FoxNews,Mike Huckabee: Chelsea Handler's 'Vicious Attacks' Are Beginning to Backfire https://t.co/8aVWEi3DuZ,Mon Dec 11 01:20:48 +0000 2017,-0.6597,0.0,0.375,0.625
349,FoxNews,Goodell surprises terminally ill NY volunteer firefighter with Super Bowl tickets https://t.co/2VxzZSbKx0,Mon Dec 11 01:10:23 +0000 2017,0.4588,0.33,0.159,0.511
350,FoxNews,"Armie Hammer apologizes for comments about Casey Affleck, sexual assault https://t.co/YsRDA3MtYl",Mon Dec 11 01:06:39 +0000 2017,-0.3182,0.163,0.248,0.588
351,FoxNews,RIGHT NOW: Brian @Kilmeade Goes Inside the Life and Legacy of Andrew Jackson - Tune in at 8p &amp; 11p ET on Fox News C… https://t.co/xzmRjuuV8G,Mon Dec 11 01:00:04 +0000 2017,0.0,0.0,0.0,1.0
352,FoxNews,Pence responds to Abbas snub over Jerusalem decision https://t.co/qinBMGmKac,Mon Dec 11 00:59:58 +0000 2017,-0.4215,0.0,0.259,0.741
353,FoxNews,'Coco' wins the box office again as theaters prepare for 'Star Wars: The Last Jedi' https://t.co/17yNivHLb7,Mon Dec 11 00:45:50 +0000 2017,0.0258,0.174,0.169,0.657
354,FoxNews,Rep. King: Worst Thing Trump Could Do Is Remove Mueller https://t.co/PkH1lj73CG,Mon Dec 11 00:38:23 +0000 2017,-0.6249,0.0,0.291,0.709
355,FoxNews,RT @EricShawnTV: Not just Russia: A new call tonight for a 2nd Independent Counsel to investigate the #Obama Justice Department's handling…,Mon Dec 11 00:33:54 +0000 2017,0.5267,0.159,0.0,0.841
356,FoxNews,"Woman who looked at eclipse suffered crescent-shaped eye damage, study shows https://t.co/OHsZnVVkmv",Mon Dec 11 00:26:43 +0000 2017,-0.7506,0.0,0.39,0.61
357,FoxNews,OPINION: North Korea won't start a war - @realDonaldTrump shouldn't launch an attack https://t.co/PkqBVrsoDj,Mon Dec 11 00:21:55 +0000 2017,0.6908,0.363,0.0,0.637
358,FoxNews,"OPINION: Obama still doesn’t get it – optimism, not whining, grows an economy https://t.co/wvdPYwYMLp",Mon Dec 11 00:14:39 +0000 2017,0.6329,0.32,0.0,0.68
359,FoxNews,"Jonathan Wachtel on @POTUS' Israel decision: ""Of course there's a lot of concern in the world about where all this… https://t.co/U68BNEXiW2",Mon Dec 11 00:10:21 +0000 2017,0.0,0.0,0.0,1.0
360,FoxNews,"Jonathan Wachtel on @POTUS' Israel decision: ""Look at that speech word by word and you will see plenty of room in t… https://t.co/HA7laZSQVo",Sun Dec 10 23:58:40 +0000 2017,0.0,0.0,0.0,1.0
361,FoxNews,"Jonathan Wachtel on @POTUS' Israel decision: ""President #Trump isn't the only US president to have taken a bold ste… https://t.co/I6XgbQOMkr",Sun Dec 10 23:56:34 +0000 2017,0.3818,0.126,0.0,0.874
362,FoxNews,".@RepDougCollins on @HillaryClinton investigation: ""[Clinton] has been around this town, she was not unaware of wha… https://t.co/q8jgNevL4t",Sun Dec 10 23:46:50 +0000 2017,0.1511,0.09,0.0,0.91
363,FoxNews,"Hundreds of homes destroyed in California wildfires, @WillCarrFNC reports. @ANHQDC https://t.co/D1aSjJ5SWz https://t.co/a4a42SHdGy",Sun Dec 10 23:35:48 +0000 2017,-0.4939,0.0,0.225,0.775
364,FoxNews,'Stain on America!' @realDonaldTrump denounces 'Fake News Media' after string of major reporting errors exposed https://t.co/lcX2qh2WuV,Sun Dec 10 23:34:08 +0000 2017,-0.8398,0.0,0.454,0.546
365,FoxNews,Roy Moore denies misconduct allegations in new interview: 'I did not date underaged women' https://t.co/QiGmosf6eG,Sun Dec 10 23:16:01 +0000 2017,-0.4215,0.0,0.167,0.833
366,FoxNews,"North Korea is hacking bitcoin exchanges as currency value soars, expert says https://t.co/jBDuJAYBjG",Sun Dec 10 23:11:03 +0000 2017,0.34,0.167,0.0,0.833
367,FoxNews,TONIGHT: Brian @Kilmeade Goes Inside the Life and Legacy of Andrew Jackson - Tune in at 8p &amp; 11p ET on Fox News Cha… https://t.co/vK2B5y9nBz,Sun Dec 10 23:07:03 +0000 2017,0.0,0.0,0.0,1.0
368,FoxNews,Pelosi suggests Trump early days in office like neophyte performing 'brain surgery' https://t.co/fjDqHcSYw7,Sun Dec 10 23:02:01 +0000 2017,0.3612,0.172,0.0,0.828
369,FoxNews,"At his rally Friday in Florida, @POTUS reiterated his hard-line stance on immigration. https://t.co/23mOEFXJ7a https://t.co/lTWYHgjgJS",Sun Dec 10 22:56:03 +0000 2017,0.0,0.0,0.0,1.0
370,FoxNews,".@JudgeJeanine: ""There have been times in our history where corruption and lawlessness were so pervasive, that exam… https://t.co/ch5iDTkxxW",Sun Dec 10 22:51:04 +0000 2017,0.0,0.0,0.0,1.0
371,FoxNews,"Intruder shot in Pennsylvania home invasion attempt was homeowner's relative, police say https://t.co/GLQCZ1cKBV",Sun Dec 10 22:50:34 +0000 2017,0.0,0.0,0.0,1.0
372,FoxNews,#ALSen Poll Average: Moore leads Jones 49.1% to 45.3%. https://t.co/1EIM8OFjvy,Sun Dec 10 22:46:37 +0000 2017,0.0,0.0,0.0,1.0
373,FoxNews,".@GOPLeader: ""I have never watched a President so engaged... He wants to keep his promise to create more jobs and m… https://t.co/RU4nIm3bbK",Sun Dec 10 22:45:26 +0000 2017,0.5267,0.188,0.0,0.812
374,FoxNews,Do you agree with @JudgeJeanine? https://t.co/gllDDJFkna https://t.co/eCZmbrOiET,Sun Dec 10 22:42:05 +0000 2017,0.3612,0.294,0.0,0.706
375,FoxNews,'Nancy Pelosi Is a Stooge': Bossie Reacts After House Minority Leader Criticizes Trump https://t.co/mIR88peLdE,Sun Dec 10 22:40:26 +0000 2017,-0.34,0.0,0.167,0.833
376,FoxNews,"Haley: Trump's Jerusalem decision will 'fastball' peace, stop Israel 'bashing' https://t.co/xvsPJ0HS4D",Sun Dec 10 22:40:07 +0000 2017,0.3182,0.238,0.15,0.612
377,FoxNews,RT @EricShawnTV: I anchor at 6pm ET @FoxNews: The @POTUS @realDonaldTrump Peace plan for #Israel and the #Palestinians. Can he succeed? Her…,Sun Dec 10 22:39:26 +0000 2017,0.7717,0.261,0.0,0.739
378,FoxNews,Netanyahu slams Turkey's Erdogan for claiming Israel is 'terrorist state' that 'kills children' https://t.co/GH4kgtHMOX,Sun Dec 10 22:37:34 +0000 2017,-0.8481,0.0,0.406,0.594
379,FoxNews,".@PressSec: ""It's laughable that President Obama thinks he has anything to do with the success of where the economy… https://t.co/0kFm8uaokf",Sun Dec 10 22:36:02 +0000 2017,0.5994,0.214,0.0,0.786
380,FoxNews,"Mike Eruzione, 1980 U.S. Men's Hockey Captain: ""[@POTUS] is somebody that you should respect. Whether you agree or… https://t.co/PsJTcCcjON",Sun Dec 10 22:30:02 +0000 2017,0.6808,0.248,0.0,0.752
381,FoxNews,".@HeyTammyBruce: ""Since [@POTUS] was elected, 2.2 million jobs were created... We want that to continue."" https://t.co/lLHFVOxS3I",Sun Dec 10 22:28:43 +0000 2017,0.0772,0.08,0.0,0.92
382,FoxNews,"Catholic priest tells black family he was 'blinded by hate,' apologizes for burning cross 40 years ago on their law… https://t.co/yYp2wOXPum",Sun Dec 10 22:27:52 +0000 2017,0.3612,0.111,0.0,0.889
383,FoxNews,Do you agree with @JudgeJeanine? https://t.co/gllDDJWVLK https://t.co/n5U8fvV8OP,Sun Dec 10 22:21:16 +0000 2017,0.3612,0.294,0.0,0.706
384,FoxNews,"Presidents @BillClinton, George W. Bush, and @BarackObama all declared Jerusalem the capital of Israel. https://t.co/Ah7klpcFFy",Sun Dec 10 22:17:03 +0000 2017,0.0,0.0,0.0,1.0
385,FoxNews,Rutgers announces punishment for professor accused of making anti-Semitic remarks https://t.co/DEfcQtRVpG,Sun Dec 10 22:09:50 +0000 2017,-0.6597,0.0,0.375,0.625
386,FoxNews,The San Diego Fire-Rescue Department suited up Emily the arson investigation dog amid concern she was inhaling smok… https://t.co/StVyPJ6lQr,Sun Dec 10 21:59:29 +0000 2017,0.0,0.0,0.0,1.0
387,FoxNews,".@WWE wrestler Rich Swann arrested, charged with battery of wrestler wife. https://t.co/9sNI5GCsUR",Sun Dec 10 21:54:07 +0000 2017,-0.0772,0.206,0.28,0.514
388,FoxNews,"On @ffweekend, @SheriffClarke slammed Rep. John Lewis for boycotting @POTUS's appearance at a Civil Rights museum i… https://t.co/ThZPN1yHx5",Sun Dec 10 21:44:06 +0000 2017,-0.4019,0.0,0.144,0.856
389,FoxNews,Boxer Stephen Smith's ear almost ripped off in Vegas bout https://t.co/ZyyeRusMD8,Sun Dec 10 21:37:42 +0000 2017,0.0,0.0,0.0,1.0
390,FoxNews,"Haley: Trump's Jerusalem decision will 'fastball' peace, stop Israel 'bashing' https://t.co/xvsPJ0HS4D",Sun Dec 10 21:31:29 +0000 2017,0.3182,0.238,0.15,0.612
391,FoxNews,Princes William and Harry pick sculptor for Princess Diana statue https://t.co/TQ7F6Mso9F,Sun Dec 10 21:24:21 +0000 2017,0.0,0.0,0.0,1.0
392,FoxNews,#ALSen Poll Average: Moore leads Jones 49.1% to 45.3%. https://t.co/6Y2a2VAfBf,Sun Dec 10 21:14:05 +0000 2017,0.0,0.0,0.0,1.0
393,FoxNews,Sarah Sanders: 'Laughable' for Obama to Try to Take Credit for Economy https://t.co/BxoqvvIAM8,Sun Dec 10 21:09:11 +0000 2017,0.3818,0.178,0.0,0.822
394,FoxNews,Comedian @hannibalburess arrested for disorderly intoxication https://t.co/oAqQxCQMKU,Sun Dec 10 20:59:00 +0000 2017,-0.128,0.243,0.29,0.467
395,FoxNews,.@Wendys trolls fast food hack on Twitter https://t.co/Ti1zUMjJ3y,Sun Dec 10 20:52:51 +0000 2017,0.0,0.0,0.0,1.0
396,FoxNews,".@GovMikeHuckabee: ""[@ChelseaHandler's] called a late night host. I think it's so late now that she's not on anymor… https://t.co/z0LKHSdXqr",Sun Dec 10 20:51:04 +0000 2017,0.0,0.0,0.0,1.0
397,FoxNews,.@nikkihaley: Jerusalem Decision Will Speed Up Middle East Peace Process https://t.co/GvI110MnKT,Sun Dec 10 20:48:37 +0000 2017,0.5423,0.259,0.0,0.741
398,FoxNews,"Hillary Clinton portrait alerts security dogs, causes road closures in Miami https://t.co/crgFOpcXCM",Sun Dec 10 20:43:54 +0000 2017,0.34,0.179,0.0,0.821
399,FoxNews,".@JudgeJeanine: ""There is a cleansing needed in our FBI and Department of Justice. It needs to be cleansed of indiv… https://t.co/EQixmUybUe",Sun Dec 10 20:32:01 +0000 2017,0.5267,0.152,0.0,0.848
